timestamp,actual,predicted
2013-12-16 00:00:00,346.46027,332.2681054641214
2013-12-16 00:10:00,335.47937,313.80833778433737
2013-12-16 00:20:00,321.91083,299.3062776975771
2013-12-16 00:30:00,286.60004,285.4531749170003
2013-12-16 00:40:00,299.6622,260.36626143568697
2013-12-16 00:50:00,247.8545,256.13379346171723
2013-12-16 01:00:00,235.49236,224.06579115215618
2013-12-16 01:10:00,268.69864,206.18424483053127
2013-12-16 01:20:00,252.07263,211.02984231856112
2013-12-16 01:30:00,218.37958,204.17918765089416
2013-12-16 01:40:00,231.68237,184.61347444246212
2013-12-16 01:50:00,209.62328,183.00344897690275
2013-12-16 02:00:00,209.11711,169.10120004266173
2013-12-16 02:10:00,235.20218,165.29291026198712
2013-12-16 02:20:00,214.24268,175.8581033876642
2013-12-16 02:30:00,207.96501,171.03385998308818
2013-12-16 02:40:00,218.90169,168.65398904951076
2013-12-16 02:50:00,192.52118,173.8946278560611
2013-12-16 03:00:00,199.50375,164.4412733971974
2013-12-16 03:10:00,205.08748,167.2358677927275
2013-12-16 03:20:00,198.84103,171.6324660725977
2013-12-16 03:30:00,199.28387,173.6163680602731
2013-12-16 03:40:00,209.12245,176.69488024601037
2013-12-16 03:50:00,184.26079,185.40110072727452
2013-12-16 04:00:00,201.11852,177.89969809393847
2013-12-16 04:10:00,209.11015,186.7490281446535
2013-12-16 04:20:00,183.43298,193.93045522563148
2013-12-16 04:30:00,199.95718,186.70419775667028
2013-12-16 04:40:00,200.8317,193.3248104689144
2013-12-16 04:50:00,179.1481,195.8087547123946
2013-12-16 05:00:00,210.14604,187.23638486077584
2013-12-16 05:10:00,205.14394,199.69739461380163
2013-12-16 05:20:00,189.92653,200.4475307711391
2013-12-16 05:30:00,202.23596,194.78191030049948
2013-12-16 05:40:00,209.58281,197.2489672603806
2013-12-16 05:50:00,187.69508,201.13123614731853
2013-12-16 06:00:00,199.13739,190.99641321468607
2013-12-16 06:10:00,207.1426,192.92095906665168
2013-12-16 06:20:00,193.52405,195.7334064466147
2013-12-16 06:30:00,233.35507,190.81289762093456
2013-12-16 06:40:00,318.2609,209.79624625037331
2013-12-16 06:50:00,289.03192,261.36284615778254
2013-12-16 07:00:00,270.34906,270.00086489277237
2013-12-16 07:10:00,247.3762,271.4459696774252
2013-12-16 07:20:00,269.4001,260.4837382238645
2013-12-16 07:30:00,277.7562,272.27205450296515
2013-12-16 07:40:00,299.50864,282.53135702925806
2013-12-16 07:50:00,318.23898,305.3263264600166
2013-12-16 08:00:00,395.32355,328.77150814291645
2013-12-16 08:10:00,432.19437,387.1631461624097
2013-12-16 08:20:00,419.6882,436.4493544230636
2013-12-16 08:30:00,572.12714,463.3477194798311
2013-12-16 08:40:00,695.29205,563.5276636350168
2013-12-16 08:50:00,704.80206,675.5015996005629
2013-12-16 09:00:00,789.2132,744.3835350631664
2013-12-16 09:10:00,869.79865,831.733085577451
2013-12-16 09:20:00,834.4706,919.8089572457845
2013-12-16 09:30:00,946.5521,952.5016433529955
2013-12-16 09:40:00,943.60834,1038.3282540913065
2013-12-16 09:50:00,961.70447,1076.62953737836
2013-12-16 10:00:00,1011.9496,1119.3039273626257
2013-12-16 10:10:00,947.59705,1166.064615769124
2013-12-16 10:20:00,1048.656,1161.765438544941
2013-12-16 10:30:00,1179.4794,1220.000317050449
2013-12-16 10:40:00,1383.9191,1310.5983379834013
2013-12-16 10:50:00,1328.7418,1463.4686886740346
2013-12-16 11:00:00,1379.0597,1501.3839202211223
2013-12-16 11:10:00,1550.8689,1560.5612330155036
2013-12-16 11:20:00,1559.0098,1667.0063321846083
2013-12-16 11:30:00,1864.4413,1720.596969807418
2013-12-16 11:40:00,1848.016,1907.2992410143816
2013-12-16 11:50:00,1709.3956,1967.9550800854838
2013-12-16 12:00:00,1961.1587,1940.876402913799
2013-12-16 12:10:00,2086.6458,2051.650748822707
2013-12-16 12:20:00,1910.0787,2151.9550358839065
2013-12-16 12:30:00,2116.0876,2109.094307795016
2013-12-16 12:40:00,2292.748,2200.014010331218
2013-12-16 12:50:00,2109.0095,2310.387352760602
2013-12-16 13:00:00,2360.4446,2268.664543184183
