timestamp,actual,predicted
2013-12-16 00:00:00,346.46027,324.14026
2013-12-16 00:10:00,335.47937,305.6818
2013-12-16 00:20:00,321.91083,291.98453
2013-12-16 00:30:00,286.60004,280.04144
2013-12-16 00:40:00,299.6622,260.68457
2013-12-16 00:50:00,247.8545,254.70598
2013-12-16 01:00:00,235.49236,232.42146
2013-12-16 01:10:00,268.69864,214.63019
2013-12-16 01:20:00,252.07263,216.91211
2013-12-16 01:30:00,218.37958,212.89731
2013-12-16 01:40:00,231.68237,198.094
2013-12-16 01:50:00,209.62328,194.23615
2013-12-16 02:00:00,209.11711,183.84093
2013-12-16 02:10:00,235.20218,177.43619
2013-12-16 02:20:00,214.24268,183.85425
2013-12-16 02:30:00,207.96501,180.28203
2013-12-16 02:40:00,218.90169,175.73141
2013-12-16 02:50:00,192.52118,177.26482
2013-12-16 03:00:00,199.50375,168.19408
2013-12-16 03:10:00,205.08748,165.21161
2013-12-16 03:20:00,198.84103,165.8001
2013-12-16 03:30:00,199.28387,164.03378
2013-12-16 03:40:00,209.12245,163.30557
2013-12-16 03:50:00,184.26079,167.0267
2013-12-16 04:00:00,201.11852,159.80801
2013-12-16 04:10:00,209.11015,161.99213
2013-12-16 04:20:00,183.43298,167.07605
2013-12-16 04:30:00,199.95718,160.37372
2013-12-16 04:40:00,200.8317,162.8428
2013-12-16 04:50:00,179.1481,165.34326
2013-12-16 05:00:00,210.14604,158.52548
2013-12-16 05:10:00,205.14394,167.10693
2013-12-16 05:20:00,189.92653,171.53485
2013-12-16 05:30:00,202.23596,168.6426
2013-12-16 05:40:00,209.58281,172.29593
2013-12-16 05:50:00,187.69508,178.62282
2013-12-16 06:00:00,199.13739,174.4431
2013-12-16 06:10:00,207.1426,177.09496
2013-12-16 06:20:00,193.52405,183.38025
2013-12-16 06:30:00,233.35507,182.9639
2013-12-16 06:40:00,318.2609,200.82812
2013-12-16 06:50:00,289.03192,251.37871
2013-12-16 07:00:00,270.34906,274.9869
2013-12-16 07:10:00,247.3762,283.13037
2013-12-16 07:20:00,269.4001,278.8833
2013-12-16 07:30:00,277.7562,286.28156
2013-12-16 07:40:00,299.50864,296.58032
2013-12-16 07:50:00,318.23898,314.89978
2013-12-16 08:00:00,395.32355,337.60013
2013-12-16 08:10:00,432.19437,389.2884
2013-12-16 08:20:00,419.6882,443.34882
2013-12-16 08:30:00,572.12714,475.66217
2013-12-16 08:40:00,695.29205,566.4364
2013-12-16 08:50:00,704.80206,685.6529
2013-12-16 09:00:00,789.2132,770.54645
2013-12-16 09:10:00,869.79865,863.1495
2013-12-16 09:20:00,834.4706,958.7405
2013-12-16 09:30:00,946.5521,1001.7101
2013-12-16 09:40:00,943.60834,1075.4219
2013-12-16 09:50:00,961.70447,1117.9062
2013-12-16 10:00:00,1011.9496,1148.2385
2013-12-16 10:10:00,947.59705,1185.7913
2013-12-16 10:20:00,1048.656,1176.5332
2013-12-16 10:30:00,1179.4794,1212.1431
2013-12-16 10:40:00,1383.9191,1292.7744
2013-12-16 10:50:00,1328.7418,1436.5746
2013-12-16 11:00:00,1379.0597,1501.5632
2013-12-16 11:10:00,1550.8689,1560.4926
2013-12-16 11:20:00,1559.0098,1670.7024
2013-12-16 11:30:00,1864.4413,1739.2108
2013-12-16 11:40:00,1848.016,1915.0518
2013-12-16 11:50:00,1709.3956,2011.3481
2013-12-16 12:00:00,1961.1587,1999.8411
2013-12-16 12:10:00,2086.6458,2097.9927
2013-12-16 12:20:00,1910.0787,2207.8901
2013-12-16 12:30:00,2116.0876,2188.5305
2013-12-16 12:40:00,2292.748,2262.6255
2013-12-16 12:50:00,2109.0095,2380.491
2013-12-16 13:00:00,2360.4446,2363.4534
2013-12-16 13:10:00,2505.1448,2460.564
2013-12-16 13:20:00,2585.238,2577.0994
2013-12-16 13:30:00,2969.4912,2676.8667
2013-12-16 13:40:00,3057.33,2902.6423
2013-12-16 13:50:00,2938.056,3066.9314
2013-12-16 14:00:00,2866.0698,3101.6892
2013-12-16 14:10:00,2798.73,3082.3254
2013-12-16 14:20:00,2803.0942,3033.2825
2013-12-16 14:30:00,2646.84,3000.5452
2013-12-16 14:40:00,2462.6577,2907.3047
2013-12-16 14:50:00,2350.5298,2770.6265
2013-12-16 15:00:00,2328.2554,2641.5898
2013-12-16 15:10:00,2480.486,2555.9316
2013-12-16 15:20:00,2310.5579,2570.09
2013-12-16 15:30:00,2615.6433,2503.7595
2013-12-16 15:40:00,2538.4104,2595.5962
2013-12-16 15:50:00,2448.4739,2611.0444
2013-12-16 16:00:00,2772.0137,2580.2026
2013-12-16 16:10:00,2690.5195,2696.3535
